codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,nombre_tipologia,nombre,total_habitaciones,precio_lista,precio lista miles,precio_venta,estado_comercial,Estado comercial,PISO,P_m2 dolares con dscto y area libre,area_techada,area_libre,area_total
CUBA,Edificio Cuba Connect,,,TIPO 2,502,1,391602,S/ 391.60,349304,vendido,Separado/Vendido,5,$1869,49.17,0,49.17
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,502,1,546900,S/ 546.90,546900,vendido,Separado/Vendido,5,$2029,70.94,0,70.94
MA,Edificio Mariategui,,,TIPO 2,502,3,572000,S/ 572.00,526240,vendido,Separado/Vendido,5,$1846,75,0,75
GY,Alicanto,,,TIPO 2,502,3,573026.63,S/ 573.03,475720.22,vendido,Separado/Vendido,5,$1534,81.63,0,81.63
URT,Los Jardines de Urteaga,,,TIPO 2,502,3,622080,S/ 622.08,622080,vendido,Separado/Vendido,5,$1705,96.03,0,96.03
EEUU,Edificio Urbanzen,,,TIPO 2,502,3,655301.11,S/ 655.30,589771,vendido,Separado/Vendido,5,$2215,70.08,0,70.08
FX,Fenix,,,Tipo 2C,502,2,459242.67,S/ 459.24,0,disponible,Disponible,5,$1882,56.7,2.05,58.75
GY,Alicanto,,,Tipo 3,503,1,286477.71,S/ 286.48,262900,vendido,Separado/Vendido,5,$1729,40.02,0,40.02
SL,Sialia,,,Tipo 3,503,2,332160.29,S/ 332.16,298944.26,vendido,Separado/Vendido,5,$1607,48.95,0,48.95
EEUU,Edificio Urbanzen,,,Tipo 3,503,1,393848.89,S/ 393.85,0,disponible,Disponible,5,$2200,42.4,0,42.4
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,503,3,546500,S/ 546.50,546500,vendido,Separado/Vendido,5,$2039,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,503,3,577100,S/ 577.10,536703,vendido,Separado/Vendido,5,$1780,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,503,3,664298,S/ 664.30,617234,vendido,Separado/Vendido,5,$1947,83.41,0,83.41
FX,Fenix,,,Tipo 3B,503,3,472500.44,S/ 472.50,425326.4,vendido,Separado/Vendido,5,$1600,67.78,3.48,71.26
MA,Edificio Mariategui,,,Tipo 4,504,1,308400,S/ 308.40,276450,vendido,Separado/Vendido,5,$1799,40.44,0,40.44
GY,Alicanto,,,Tipo 4,504,2,376224.29,S/ 376.22,338601.86,vendido,Separado/Vendido,5,$1694,52.61,0,52.61
SL,Sialia,,,Tipo 4,504,3,490122.3,S/ 490.12,441110.07,vendido,Separado/Vendido,5,$1643,70.64,0,70.64
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,504,3,549000,S/ 549.00,509300,vendido,Separado/Vendido,5,$1892,70.85,0,70.85
CUBA,Edificio Cuba Connect,,,Tipo 4,504,3,617707,S/ 617.71,599175.79,vendido,Separado/Vendido,5,$2033,77.56,0,77.56
EEUU,Edificio Urbanzen,,,Tipo 4,504,3,626832.8,S/ 626.83,564149.52,vendido,Separado/Vendido,5,$1980,74.98,0,74.98
FX,Fenix,,,Tipo 4B,504,2,388203.43,S/ 388.20,349253.5,vendido,Separado/Vendido,5,$1724,52.33,1.68,54.01
GY,Alicanto,,,TIPO 5,505,2,402414.79,S/ 402.41,340000,vendido,Separado/Vendido,5,$1658,53.96,0,53.96
SL,Sialia,,,TIPO 5,505,3,479116.67,S/ 479.12,0,disponible,Disponible,5,$1700,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,505,3,486200,S/ 486.20,486200,vendido,Separado/Vendido,5,$1795,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,505,3,669395,S/ 669.40,586350,vendido,Separado/Vendido,5,$1836,84.05,0,84.05
FX,Fenix,,,Tipo 5B,505,3,490633.2,S/ 490.63,0,disponible,Disponible,5,$1740,65.99,1.38,67.37
GY,Alicanto,,,TIPO 6,506,3,468008.49,S/ 468.01,0,disponible,Disponible,5,$1572,70.49,0,70.49
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,506,3,563800,S/ 563.80,563800,vendido,Separado/Vendido,5,$2039,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,506,3,647506,S/ 647.51,571550.4,vendido,Separado/Vendido,5,$1800,83.56,0,83.56
SL,Sialia,,,Tipo 6A,506,3,446681.98,S/ 446.68,0,disponible,Disponible,5,$1610,65.71,0,65.71
SL,Sialia,,,Tipo 7,507,3,538579.41,S/ 538.58,433221.47,vendido,Separado/Vendido,5,$1634,69.77,0,69.77
SL,Sialia,,,Tipo 8A,508,3,472821.33,S/ 472.82,0,disponible,Disponible,5,$1600,69.99,0,69.99
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,501,1,334215.36,S/ 334.22,0,disponible,Disponible,5,$1978,40.02,0,40.02
MD,Modena,,,X02 - 73.57 - 3 dorm - Exterior,502,3,608812.97,S/ 608.81,0,disponible,Disponible,5,$1960,73.57,0,73.57
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,503,2,479021.52,S/ 479.02,423680,vendido,Separado/Vendido,5,$1953,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,504,2,458635.84,S/ 458.64,415909.43,vendido,Separado/Vendido,5,$2002,54.67,0,54.67
MD,Modena,,,X05 - 76.91 - 3 dorm - Exterior,505,3,636452.43,S/ 636.45,0,disponible,Disponible,5,$1960,76.91,0,76.91
MD,Modena,,,X06 - 38.34 - 1 dorm - Interior,506,1,334799.94,S/ 334.80,0,disponible,Disponible,5,$1978,40.09,0,40.09
MD,Modena,,,X07 - 49.01 - 2 dorm - Interior,507,2,394409.35,S/ 394.41,0,disponible,Disponible,5,$1906,49.01,0,49.01
MD,Modena,,,X08 - 75.52 - 3 dorm - Interior,508,3,580284.67,S/ 580.28,0,disponible,Disponible,5,$1821,75.49,0,75.49
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,509,2,426679.93,S/ 426.68,384229,vendido,Separado/Vendido,5,$1907,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A616,,192560.03,S/ 192.56,0,no disponible,No Disponible,6,$1553,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B602,,194224.58,S/ 194.22,0,no disponible,No Disponible,6,$1635,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A615,,236111.65,S/ 236.11,0,no disponible,No Disponible,6,$1519,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B605,,236673.82,S/ 236.67,0,no disponible,No Disponible,6,$1519,37.89,0,37.89
NP,Torre Nápoles,NP-B,Torre B,,A612,,321957.13,S/ 321.96,0,no disponible,No Disponible,6,$1495,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A611,,340266.9,S/ 340.27,0,no disponible,No Disponible,6,$1495,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B601,,341285.55,S/ 341.29,0,no disponible,No Disponible,6,$1577,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B604,,343788,S/ 343.79,0,no disponible,No Disponible,6,$1478,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A614,,364473.68,S/ 364.47,0,no disponible,No Disponible,6,$1503,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A613,,366574.04,S/ 366.57,0,no disponible,No Disponible,6,$1503,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B603,,438442.18,S/ 438.44,0,no disponible,No Disponible,6,$1561,68.33,0,68.33
UN,Edificio Unique,,,,602,,518300,S/ 518.30,0,disponible,Disponible,6,$1602,76.61,0,76.61
001,Edificio Valdizan,,,,601,,536300,S/ 536.30,500000,vendido,Separado/Vendido,6,$1948,67.55,0,67.55
MA,Edificio Mariategui,,,,602,,565800,S/ 565.80,533500,vendido,Separado/Vendido,6,$1872,75,0,75
001,Edificio Valdizan,,,,602,,587700,S/ 587.70,570500,vendido,Separado/Vendido,6,$2028,74.02,0,74.02
001,Edificio Valdizan,,,,603,,591300,S/ 591.30,559100,vendido,Separado/Vendido,6,$1975,74.48,0,74.48
ES,Edificio Saenz,,,1,601,3,537200,S/ 537.20,504500,proceso de separación,Separado/Vendido,6,$1686,78.73,0,78.73
ES,Edificio Saenz,,,2,602,3,413300,S/ 413.30,413300,vendido,Separado/Vendido,6,$1452,74.92,0,74.92
ES,Edificio Saenz,,,3,603,3,413300,S/ 413.30,413300,vendido,Separado/Vendido,6,$1452,74.92,0,74.92
ES,Edificio Saenz,,,4,604,3,419000,S/ 419.00,419000,vendido,Separado/Vendido,6,$1409,78.26,0,78.26
ES,Edificio Saenz,,,5,605,3,453760,S/ 453.76,453760,vendido,Separado/Vendido,6,$1394,85.64,0,85.64
ES,Edificio Saenz,,,6,606,3,450100,S/ 450.10,450100,vendido,Separado/Vendido,6,$1450,81.69,0,81.69
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A601,2,523023.13,S/ 523.02,0,disponible,Disponible,6,$2316,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A601,2,369337.12,S/ 369.34,332500,proceso de separación,Separado/Vendido,6,$1575,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A601,3,617622.32,S/ 617.62,540507.64,vendido,Separado/Vendido,6,$2044,69.59,0,69.59
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A602,1,372275.98,S/ 372.28,303000,vendido,Separado/Vendido,6,$1987,40.13,0,40.13
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A602,1,394760.89,S/ 394.76,0,disponible,Disponible,6,$2389,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A602,2,361141.57,S/ 361.14,0,disponible,Disponible,6,$1583,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A603,1,269425.03,S/ 269.43,0,disponible,Disponible,6,$1633,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 40.63 - 1 dorm - Exterior,A603,1,378546.01,S/ 378.55,0,disponible,Disponible,6,$2207,40.63,0,40.63
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A603,3,654279.94,S/ 654.28,585852,vendido,Separado/Vendido,6,$2046,77.4,0,77.4
CP,Capadocia,CP-A,Torre A,AX04 - 31.20 - 1 dorm - Exterior,A604,1,303217.19,S/ 303.22,0,disponible,Disponible,6,$2302,31.2,0,31.2
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A604,3,413888.05,S/ 413.89,0,disponible,Disponible,6,$1537,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A604,3,562281.78,S/ 562.28,0,disponible,Disponible,6,$2012,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A605,2,493810,S/ 493.81,0,disponible,Disponible,6,$2126,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A605,3,415944.01,S/ 415.94,0,disponible,Disponible,6,$1537,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A606,1,361266.42,S/ 361.27,0,disponible,Disponible,6,$2101,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A606,3,429337.03,S/ 429.34,0,disponible,Disponible,6,$1521,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A607,1,353843.33,S/ 353.84,0,disponible,Disponible,6,$2151,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A607,2,352656.18,S/ 352.66,0,disponible,Disponible,6,$1503,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A608,1,257763.12,S/ 257.76,0,disponible,Disponible,6,$1564,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A608,2,459962.98,S/ 459.96,0,disponible,Disponible,6,$2075,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A609,1,257634.53,S/ 257.63,0,disponible,Disponible,6,$1564,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A609,3,519067.9,S/ 519.07,462000,vendido,Separado/Vendido,6,$1757,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A610,1,259604.85,S/ 259.60,0,disponible,Disponible,6,$1572,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B601,2,418057.34,S/ 418.06,0,disponible,Disponible,6,$1969,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B601,2,507269.6,S/ 507.27,0,disponible,Disponible,6,$2174,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B602,2,483234.6,S/ 483.23,0,disponible,Disponible,6,$2126,55.29,0,55.29
CP,Capadocia,CP-B,Torre B,BX02 - 63.07 - 2 dorm - Externa,B602,2,623077.13,S/ 623.08,0,disponible,Disponible,6,$2340,63.07,0,63.07
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B603,1,340345.73,S/ 340.35,0,disponible,Disponible,6,$2275,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B603,2,633763.46,S/ 633.76,0,disponible,Disponible,6,$2245,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B604,1,361907.78,S/ 361.91,0,disponible,Disponible,6,$2201,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B604,3,729430.85,S/ 729.43,641899.15,vendido,Separado/Vendido,6,$2148,78.63,0,78.63
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B605,2,532810.67,S/ 532.81,0,disponible,Disponible,6,$2200,57.36,0,57.36
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B605,3,658757.87,S/ 658.76,0,disponible,Disponible,6,$2261,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B606,3,562278.4,S/ 562.28,0,disponible,Disponible,6,$2040,65.28,0,65.28
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B606,3,577400.98,S/ 577.40,515000,vendido,Separado/Vendido,6,$2041,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B607,3,574554.11,S/ 574.55,0,disponible,Disponible,6,$1950,69.79,0,69.79
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B608,2,469456.56,S/ 469.46,0,disponible,Disponible,6,$2054,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,601,2,407015.56,S/ 407.02,355000,vendido,Separado/Vendido,6,$1662,56.21,0,56.21
TZ,Tizón y Bueno,,,Tipo 02 - A,602,3,543173.33,S/ 543.17,488856,vendido,Separado/Vendido,6,$1690,76.12,0,76.12
TZ,Tizón y Bueno,,,Tipo 03 - A,603,3,484267.78,S/ 484.27,435841,vendido,Separado/Vendido,6,$1750,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,604,3,453000,S/ 453.00,409689,vendido,Separado/Vendido,6,$1502,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,605,2,397300,S/ 397.30,357570,vendido,Separado/Vendido,6,$1670,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,606,2,355555.56,S/ 355.56,320000,vendido,Separado/Vendido,6,$1654,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,607,3,516666.67,S/ 516.67,465000,vendido,Separado/Vendido,6,$1719,71.18,0,71.18
SL,Sialia,,,Tipo 1,601,1,285422.22,S/ 285.42,0,disponible,Disponible,6,$1690,40,0,40
UN,Edificio Unique,,,Tipo 1,601,2,390100,S/ 390.10,0,disponible,Disponible,6,$1670,55.32,0,55.32
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,601,3,529200,S/ 529.20,529200,vendido,Separado/Vendido,6,$1938,71.85,0,71.85
GY,Alicanto,,,Tipo 1,601,3,559929.35,S/ 559.93,478769.05,vendido,Separado/Vendido,6,$1603,78.61,0,78.61
MA,Edificio Mariategui,,,Tipo 1,601,3,595200,S/ 595.20,554488,vendido,Separado/Vendido,6,$1849,78.9,0,78.9
CUBA,Edificio Cuba Connect,,,Tipo 1,601,3,609613,S/ 609.61,419481,vendido,Separado/Vendido,6,$1403,78.67,0,78.67
URT,Los Jardines de Urteaga,,,Tipo 1,601,3,657000,S/ 657.00,657000,vendido,Separado/Vendido,6,$1658,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,601,3,724230.75,S/ 724.23,580254.84,vendido,Separado/Vendido,6,$1885,81,0,81
FX,Fenix,,,Tipo 1D,601,3,507132.8,S/ 507.13,456419.52,vendido,Separado/Vendido,6,$1722,69.75,0,69.75
CUBA,Edificio Cuba Connect,,,TIPO 2,602,1,381018,S/ 381.02,369587.46,vendido,Separado/Vendido,6,$1978,49.17,0,49.17
SL,Sialia,,,TIPO 2,602,2,411358.44,S/ 411.36,370350,vendido,Separado/Vendido,6,$1701,57.31,0,57.31
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,602,1,522800,S/ 522.80,522800,vendido,Separado/Vendido,6,$1939,70.94,0,70.94
GY,Alicanto,,,TIPO 2,602,3,567024.7,S/ 567.02,499000,vendido,Separado/Vendido,6,$1621,81,0,81
URT,Los Jardines de Urteaga,,,TIPO 2,602,3,604440,S/ 604.44,604440,vendido,Separado/Vendido,6,$1656,96.03,0,96.03
EEUU,Edificio Urbanzen,,,TIPO 2,602,3,645047.47,S/ 645.05,585000,proceso de separación,Separado/Vendido,6,$2197,70.08,0,70.08
FX,Fenix,,,Tipo 2D,602,2,445864.98,S/ 445.86,0,disponible,Disponible,6,$1863,56.67,0,56.67
GY,Alicanto,,,Tipo 3,603,1,285735.54,S/ 285.74,0,disponible,Disponible,6,$1691,40.02,0,40.02
SL,Sialia,,,Tipo 3,603,2,382353.89,S/ 382.35,0,disponible,Disponible,6,$1850,48.95,0,48.95
EEUU,Edificio Urbanzen,,,Tipo 3,603,1,389373.33,S/ 389.37,0,disponible,Disponible,6,$2175,42.4,0,42.4
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,603,3,504600,S/ 504.60,504600,vendido,Separado/Vendido,6,$1883,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,603,3,570900,S/ 570.90,520000,vendido,Separado/Vendido,6,$1724,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,603,3,646344,S/ 646.34,576529.92,vendido,Separado/Vendido,6,$1819,83.41,0,83.41
FX,Fenix,,,Tipo 3A,603,3,500818.89,S/ 500.82,0,disponible,Disponible,6,$1750,67.78,0,67.78
MA,Edificio Mariategui,,,Tipo 4,604,1,305100,S/ 305.10,292896,vendido,Separado/Vendido,6,$1906,40.44,0,40.44
GY,Alicanto,,,Tipo 4,604,2,375212.94,S/ 375.21,325187.97,vendido,Separado/Vendido,6,$1627,52.61,0,52.61
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,604,3,533800,S/ 533.80,476160,vendido,Separado/Vendido,6,$1769,70.85,0,70.85
SL,Sialia,,,Tipo 4,604,3,551776.89,S/ 551.78,0,disponible,Disponible,6,$1850,70.64,0,70.64
CUBA,Edificio Cuba Connect,,,Tipo 4,604,3,601012,S/ 601.01,579012,vendido,Separado/Vendido,6,$1965,77.56,0,77.56
EEUU,Edificio Urbanzen,,,Tipo 4,604,3,623666.98,S/ 623.67,561600,vendido,Separado/Vendido,6,$1971,74.98,0,74.98
FX,Fenix,,,Tipo 4A,604,2,342581.77,S/ 342.58,308323.86,vendido,Separado/Vendido,6,$1550,52.35,0,52.35
GY,Alicanto,,,TIPO 5,605,2,394319.94,S/ 394.32,0,disponible,Disponible,6,$1731,53.96,0,53.96
SL,Sialia,,,TIPO 5,605,3,460521.6,S/ 460.52,414469.44,vendido,Separado/Vendido,6,$1634,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,605,3,509800,S/ 509.80,509800,vendido,Separado/Vendido,6,$1882,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,605,3,651303,S/ 651.30,563389,vendido,Separado/Vendido,6,$1764,84.05,0,84.05
FX,Fenix,,,Tipo 5A,605,3,486495.84,S/ 486.50,0,disponible,Disponible,6,$1730,65.99,1.06,67.05
GY,Alicanto,,,TIPO 6,606,3,460101.63,S/ 460.10,400000,vendido,Separado/Vendido,6,$1515,69.49,0,69.49
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,606,3,548200,S/ 548.20,467600,vendido,Separado/Vendido,6,$1691,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,606,3,629520,S/ 629.52,584920,vendido,Separado/Vendido,6,$1842,83.56,0,83.56
SL,Sialia,,,Tipo 6A,606,3,443907.56,S/ 443.91,0,disponible,Disponible,6,$1600,65.71,0,65.71
SL,Sialia,,,Tipo 7,607,3,530252,S/ 530.25,400000,vendido,Separado/Vendido,6,$1509,69.77,0,69.77
SL,Sialia,,,Tipo 8A,608,3,458045.67,S/ 458.05,0,disponible,Disponible,6,$1550,69.99,0,69.99
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,601,1,332696.21,S/ 332.70,0,disponible,Disponible,6,$1969,40.02,0,40.02
MD,Modena,,,X02 - 73.57 - 3 dorm - Exterior,602,3,606020.25,S/ 606.02,0,disponible,Disponible,6,$1951,73.57,0,73.57
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,603,2,476854,S/ 476.85,416969.99,proceso de separación,Separado/Vendido,6,$1922,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,604,2,456560.57,S/ 456.56,0,disponible,Disponible,6,$1978,54.67,0,54.67
MD,Modena,,,X05 - 76.91 - 3 dorm - Exterior,605,3,633532.92,S/ 633.53,571143,vendido,Separado/Vendido,6,$1954,76.91,0,76.91
MD,Modena,,,X06 - 38.34 - 1 dorm - Interior,606,1,333278.13,S/ 333.28,0,disponible,Disponible,6,$1969,40.09,0,40.09
MD,Modena,,,X07 - 49.01 - 2 dorm - Interior,607,2,392548.94,S/ 392.55,0,disponible,Disponible,6,$1897,49.01,0,49.01
MD,Modena,,,X08 - 75.52 - 3 dorm - Interior,608,3,577419.06,S/ 577.42,508330.71,vendido,Separado/Vendido,6,$1772,75.49,0,75.49
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,609,2,424667.29,S/ 424.67,0,disponible,Disponible,6,$1897,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A716,,191555.36,S/ 191.56,0,no disponible,No Disponible,7,$1544,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B702,,193262.54,S/ 193.26,0,no disponible,No Disponible,7,$1627,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A715,,234852.91,S/ 234.85,0,no disponible,No Disponible,7,$1511,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B705,,235412.09,S/ 235.41,0,no disponible,No Disponible,7,$1511,37.89,0,37.89
NP,Torre Nápoles,NP-B,Torre B,,A712,,320212.21,S/ 320.21,0,no disponible,No Disponible,7,$1486,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A711,,338422.75,S/ 338.42,0,no disponible,No Disponible,7,$1486,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B701,,339532.97,S/ 339.53,0,no disponible,No Disponible,7,$1569,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B704,,341903.89,S/ 341.90,0,no disponible,No Disponible,7,$1470,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A714,,362508.98,S/ 362.51,0,no disponible,No Disponible,7,$1495,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A713,,364598.01,S/ 364.60,0,no disponible,No Disponible,7,$1495,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B703,,436166.79,S/ 436.17,0,no disponible,No Disponible,7,$1553,68.33,0,68.33
UN,Edificio Unique,,,,702,,512000,S/ 512.00,0,disponible,Disponible,7,$1583,76.61,0,76.61
001,Edificio Valdizan,,,,701,,527700,S/ 527.70,500000,vendido,Separado/Vendido,7,$1948,67.55,0,67.55
001,Edificio Valdizan,,,,702,,578300,S/ 578.30,578300,vendido,Separado/Vendido,7,$2056,74.02,0,74.02
001,Edificio Valdizan,,,,703,,581900,S/ 581.90,561000,vendido,Separado/Vendido,7,$1982,74.48,0,74.48
ES,Edificio Saenz,,,1,701,3,415106,S/ 415.11,415106,vendido,Separado/Vendido,7,$1388,78.73,0,78.73
ES,Edificio Saenz,,,2,702,3,400380,S/ 400.38,400380,vendido,Separado/Vendido,7,$1406,74.92,0,74.92
ES,Edificio Saenz,,,3,703,3,400380,S/ 400.38,400380,vendido,Separado/Vendido,7,$1406,74.92,0,74.92
ES,Edificio Saenz,,,4,704,3,406980,S/ 406.98,406980,vendido,Separado/Vendido,7,$1369,78.26,0,78.26
ES,Edificio Saenz,,,5,705,3,470900,S/ 470.90,470900,vendido,Separado/Vendido,7,$1447,85.64,0,85.64
ES,Edificio Saenz,,,6,706,3,419600,S/ 419.60,419600,vendido,Separado/Vendido,7,$1352,81.69,0,81.69
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A701,2,520719.07,S/ 520.72,0,disponible,Disponible,7,$2305,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A701,2,367437.69,S/ 367.44,0,disponible,Disponible,7,$1567,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A701,3,614827.65,S/ 614.83,0,disponible,Disponible,7,$2093,69.59,0,69.59
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A702,1,370664.39,S/ 370.66,0,disponible,Disponible,7,$2188,40.13,0,40.13
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A702,1,393059.33,S/ 393.06,0,disponible,Disponible,7,$2378,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A702,2,359294.09,S/ 359.29,320000,vendido,Separado/Vendido,7,$1559,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A703,1,268089.03,S/ 268.09,236280,proceso de separación,Separado/Vendido,7,$1592,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 40.63 - 1 dorm - Exterior,A703,1,375282.69,S/ 375.28,0,disponible,Disponible,7,$2188,40.63,0,40.63
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A703,3,717095.89,S/ 717.10,0,disponible,Disponible,7,$2254,77.4,0,77.4
