codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,nombre_tipologia,nombre,total_habitaciones,precio_lista,precio lista miles,precio_venta,estado_comercial,Estado comercial,PISO,P_m2 dolares con dscto y area libre,area_techada,area_libre,area_total
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A301,2,529935.33,S/ 529.94,0,disponible,Disponible,3,$2346,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A301,2,375035.42,S/ 375.04,0,disponible,Disponible,3,$1599,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A301,3,626006.33,S/ 626.01,0,disponible,Disponible,3,$2131,69.59,0,69.59
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A302,1,377110.73,S/ 377.11,0,disponible,Disponible,3,$2226,40.13,0,40.13
CP,Capadocia,CP-B,Torre B,AX02 - 40.13 - 1 dorm - Exterior,B302,1,630675.63,S/ 630.68,0,disponible,Disponible,3,$2368,63.07,0,63.07
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A302,1,399865.56,S/ 399.87,351881.69,proceso de separación,Separado/Vendido,3,$2366,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A302,2,366684.03,S/ 366.68,0,disponible,Disponible,3,$1608,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A303,1,273433.02,S/ 273.43,0,disponible,Disponible,3,$1658,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 40.63 - 1 dorm - Exterior,A303,1,388336,S/ 388.34,0,disponible,Disponible,3,$2264,40.63,0,40.63
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A303,3,730075,S/ 730.08,0,disponible,Disponible,3,$2294,77.4,0,77.4
CP,Capadocia,CP-A,Torre A,AX04 - 31.20 - 1 dorm - Exterior,A304,1,310734.98,S/ 310.73,0,disponible,Disponible,3,$2359,31.2,0,31.2
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A304,3,420430.5,S/ 420.43,0,disponible,Disponible,3,$1562,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A304,3,570844.44,S/ 570.84,0,disponible,Disponible,3,$2043,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A305,2,500966.67,S/ 500.97,0,disponible,Disponible,3,$2156,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A305,3,422518.43,S/ 422.52,0,disponible,Disponible,3,$1562,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A306,1,366260.89,S/ 366.26,0,disponible,Disponible,3,$2130,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A306,3,436195.17,S/ 436.20,0,disponible,Disponible,3,$1546,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A307,1,358625,S/ 358.63,0,disponible,Disponible,3,$2180,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A307,2,358356.48,S/ 358.36,0,disponible,Disponible,3,$1528,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A308,1,261768.11,S/ 261.77,0,disponible,Disponible,3,$1588,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A308,2,466794.11,S/ 466.79,0,disponible,Disponible,3,$2105,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A309,1,261637.52,S/ 261.64,0,disponible,Disponible,3,$1588,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A309,3,596431.11,S/ 596.43,0,disponible,Disponible,3,$2041,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A310,1,263616.83,S/ 263.62,0,disponible,Disponible,3,$1597,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B301,2,424116.14,S/ 424.12,0,disponible,Disponible,3,$1997,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B301,2,514621.33,S/ 514.62,0,disponible,Disponible,3,$2206,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B302,2,490238,S/ 490.24,0,disponible,Disponible,3,$2157,55.29,0,55.29
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B303,1,344945,S/ 344.95,0,disponible,Disponible,3,$2306,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B303,2,641819.78,S/ 641.82,0,disponible,Disponible,3,$2273,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B304,1,366911.11,S/ 366.91,0,disponible,Disponible,3,$2231,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B304,3,738903.98,S/ 738.90,660600,vendido,Separado/Vendido,3,$2211,78.63,0,78.63
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B305,2,540076.27,S/ 540.08,0,disponible,Disponible,3,$2230,57.36,0,57.36
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B305,3,584232.85,S/ 584.23,0,disponible,Disponible,3,$2005,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B306,3,570547.2,S/ 570.55,0,disponible,Disponible,3,$2070,65.28,0,65.28
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B306,3,658607.55,S/ 658.61,0,disponible,Disponible,3,$2350,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B307,3,582962.21,S/ 582.96,0,disponible,Disponible,3,$1978,69.79,0,69.79
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B308,2,475976.79,S/ 475.98,0,disponible,Disponible,3,$2083,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,301,2,476000,S/ 476.00,428400,proceso de separación,Separado/Vendido,3,$1956,57.64,0,57.64
TZ,Tizón y Bueno,,,Tipo 02 - A,302,3,664444.44,S/ 664.44,598000,vendido,Separado/Vendido,3,$2044,76.99,0,76.99
TZ,Tizón y Bueno,,,Tipo 03 - A,303,3,511940,S/ 511.94,0,disponible,Disponible,3,$1850,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,304,3,535000,S/ 535.00,481500,vendido,Separado/Vendido,3,$1766,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,305,2,435555.56,S/ 435.56,392000,vendido,Separado/Vendido,3,$1831,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,306,2,385000,S/ 385.00,380000,vendido,Separado/Vendido,3,$1965,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,307,3,498000,S/ 498.00,478756,vendido,Separado/Vendido,3,$1770,71.18,0,71.18
SL,Sialia,,,Tipo 1,301,1,304000,S/ 304.00,0,disponible,Disponible,3,$1800,40,0,40
UN,Edificio Unique,,,Tipo 1,301,2,403700,S/ 403.70,0,disponible,Disponible,3,$1728,55.32,0,55.32
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,301,3,552100,S/ 552.10,423600,proceso de separación,Separado/Vendido,3,$1551,71.85,0,71.85
GY,Alicanto,,,Tipo 1,301,3,569474.04,S/ 569.47,484894.71,vendido,Separado/Vendido,3,$1616,78.94,0,78.94
CUBA,Edificio Cuba Connect,,,Tipo 1,301,3,626547,S/ 626.55,541594,vendido,Separado/Vendido,3,$1812,78.67,0,78.67
MA,Edificio Mariategui,,,Tipo 1,301,3,630800,S/ 630.80,592952,vendido,Separado/Vendido,3,$1978,78.9,0,78.9
URT,Los Jardines de Urteaga,,,Tipo 1,301,3,675720,S/ 675.72,675720,vendido,Separado/Vendido,3,$1705,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,301,3,735040.17,S/ 735.04,570476,vendido,Separado/Vendido,3,$1853,81,0,81
FX,Fenix,,,Tipo 1B,301,3,623263.33,S/ 623.26,560541.8,vendido,Separado/Vendido,3,$2050,70.82,2.33,73.15
CUBA,Edificio Cuba Connect,,,TIPO 2,302,1,391602,S/ 391.60,345665.1,vendido,Separado/Vendido,3,$1850,49.17,0,49.17
SL,Sialia,,,TIPO 2,302,2,447654.78,S/ 447.65,0,disponible,Disponible,3,$1850,57.31,0,57.31
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,302,1,546900,S/ 546.90,396700,proceso de separación,Separado/Vendido,3,$1472,70.94,0,70.94
MA,Edificio Mariategui,,,TIPO 2,302,3,599600,S/ 599.60,560600,vendido,Separado/Vendido,3,$1967,75,0,75
URT,Los Jardines de Urteaga,,,TIPO 2,302,3,622080,S/ 622.08,622080,vendido,Separado/Vendido,3,$1705,96.03,0,96.03
GY,Alicanto,,,TIPO 2,302,3,643123.01,S/ 643.12,487000,vendido,Separado/Vendido,3,$1570,81.63,0,81.63
EEUU,Edificio Urbanzen,,,TIPO 2,302,3,655555.56,S/ 655.56,590000,vendido,Separado/Vendido,3,$2216,70.08,0,70.08
FX,Fenix,,,Tipo 2B,302,2,495393.33,S/ 495.39,0,disponible,Disponible,3,$1991,57.89,2.05,59.94
GY,Alicanto,,,Tipo 3,303,1,314749.22,S/ 314.75,0,disponible,Disponible,3,$1863,40.02,0,40.02
EEUU,Edificio Urbanzen,,,Tipo 3,303,1,372633.3,S/ 372.63,315406.08,vendido,Separado/Vendido,3,$1958,42.4,0,42.4
SL,Sialia,,,Tipo 3,303,2,403021.67,S/ 403.02,0,disponible,Disponible,3,$1950,48.95,0,48.95
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,303,3,546500,S/ 546.50,546500,vendido,Separado/Vendido,3,$2039,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,303,3,634523.47,S/ 634.52,568000,vendido,Separado/Vendido,3,$1883,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,303,3,664298,S/ 664.30,664298,vendido,Separado/Vendido,3,$2096,83.41,0,83.41
FX,Fenix,,,Tipo 3B,303,3,470508.62,S/ 470.51,423534.37,vendido,Separado/Vendido,3,$1593,67.78,3.48,71.26
MA,Edificio Mariategui,,,Tipo 4,304,1,323300,S/ 323.30,294203,vendido,Separado/Vendido,3,$1914,40.44,0,40.44
GY,Alicanto,,,Tipo 4,304,2,379454.36,S/ 379.45,334237.82,vendido,Separado/Vendido,3,$1672,52.61,0,52.61
SL,Sialia,,,Tipo 4,304,3,494542.79,S/ 494.54,445088.51,vendido,Separado/Vendido,3,$1658,70.64,0,70.64
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,304,3,549000,S/ 549.00,532530,vendido,Separado/Vendido,3,$1978,70.85,0,70.85
CUBA,Edificio Cuba Connect,,,Tipo 4,304,3,617707,S/ 617.71,545246.8,vendido,Separado/Vendido,3,$1850,77.56,0,77.56
EEUU,Edificio Urbanzen,,,Tipo 4,304,3,680651.78,S/ 680.65,606900,proceso de separación,Separado/Vendido,3,$2130,74.98,0,74.98
FX,Fenix,,,Tipo 4B,304,2,426896.22,S/ 426.90,0,disponible,Disponible,3,$1900,52.33,1.68,54.01
GY,Alicanto,,,TIPO 5,305,2,434486.05,S/ 434.49,0,disponible,Disponible,3,$1907,53.96,0,53.96
SL,Sialia,,,TIPO 5,305,3,521391.67,S/ 521.39,0,disponible,Disponible,3,$1850,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,305,3,552300,S/ 552.30,552300,vendido,Separado/Vendido,3,$2039,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,305,3,669395,S/ 669.40,669395,vendido,Separado/Vendido,3,$2096,84.05,0,84.05
FX,Fenix,,,Tipo 5B,305,3,507350.67,S/ 507.35,457000,proceso de separación,Separado/Vendido,3,$1802,65.99,1.38,67.37
GY,Alicanto,,,TIPO 6,306,3,470579.96,S/ 470.58,403242.1,vendido,Separado/Vendido,3,$1505,70.49,0,70.49
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,306,3,563800,S/ 563.80,563800,vendido,Separado/Vendido,3,$2039,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,306,3,647506,S/ 647.51,600000,vendido,Separado/Vendido,3,$1824,86.57,0,86.57
SL,Sialia,,,Tipo 6A,306,3,485523.89,S/ 485.52,0,disponible,Disponible,3,$1750,65.71,0,65.71
SL,Sialia,,,Tipo 7,307,3,559710.44,S/ 559.71,0,disponible,Disponible,3,$1900,69.77,0,69.77
SL,Sialia,,,Tipo 8A,308,3,517148.33,S/ 517.15,0,disponible,Disponible,3,$1750,69.99,0,69.99
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,301,1,352445.29,S/ 352.45,0,disponible,Disponible,3,$2086,40.02,0,40.02
MD,Modena,,,X02 - 73.57 - 3 dorm - Exterior,302,3,642325.61,S/ 642.33,0,disponible,Disponible,3,$2068,73.57,0,73.57
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,303,2,505031.74,S/ 505.03,0,disponible,Disponible,3,$2095,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,304,2,483539.15,S/ 483.54,0,disponible,Disponible,3,$2095,54.67,0,54.67
MD,Modena,,,X05 - 76.91 - 3 dorm - Exterior,305,3,671486.5,S/ 671.49,0,disponible,Disponible,3,$2068,76.91,0,76.91
MD,Modena,,,X06 - 38.34 - 1 dorm - Interior,306,1,353061.77,S/ 353.06,0,disponible,Disponible,3,$2086,40.09,0,40.09
MD,Modena,,,X07 - 49.01 - 2 dorm - Interior,307,2,416734.41,S/ 416.73,0,disponible,Disponible,3,$2014,49.01,0,49.01
MD,Modena,,,X08 - 75.52 - 3 dorm - Interior,308,3,614671.92,S/ 614.67,0,disponible,Disponible,3,$1928,75.49,0,75.49
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,309,2,450831.64,S/ 450.83,0,disponible,Disponible,3,$2014,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A416,,194569.35,S/ 194.57,0,no disponible,No Disponible,4,$1569,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B402,,196148.66,S/ 196.15,0,no disponible,No Disponible,4,$1652,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A415,,238629.13,S/ 238.63,0,no disponible,No Disponible,4,$1536,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B405,,239197.3,S/ 239.20,0,no disponible,No Disponible,4,$1536,37.89,0,37.89
NP,Torre Nápoles,NP-B,Torre B,,A412,,325446.97,S/ 325.45,0,no disponible,No Disponible,4,$1511,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A411,,343955.21,S/ 343.96,0,no disponible,No Disponible,4,$1511,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B401,,344790.71,S/ 344.79,0,no disponible,No Disponible,4,$1594,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B404,,347556.23,S/ 347.56,0,no disponible,No Disponible,4,$1494,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A414,,368403.08,S/ 368.40,0,no disponible,No Disponible,4,$1519,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A413,,370526.08,S/ 370.53,0,no disponible,No Disponible,4,$1519,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B403,,442992.96,S/ 442.99,0,no disponible,No Disponible,4,$1577,68.33,0,68.33
UN,Edificio Unique,,,,402,,530800,S/ 530.80,0,no disponible,No Disponible,4,$1641,76.61,0,76.61
001,Edificio Valdizan,,,,401,,553400,S/ 553.40,522300,vendido,Separado/Vendido,4,$2035,67.55,0,67.55
001,Edificio Valdizan,,,,402,,606400,S/ 606.40,591400,vendido,Separado/Vendido,4,$2103,74.02,0,74.02
001,Edificio Valdizan,,,,403,,610200,S/ 610.20,610200,vendido,Separado/Vendido,4,$2156,74.48,0,74.48
ES,Edificio Saenz,,,1,401,3,463300,S/ 463.30,463300,vendido,Separado/Vendido,4,$1549,78.73,0,78.73
ES,Edificio Saenz,,,2,402,3,461400,S/ 461.40,454094,proceso de separación,Separado/Vendido,4,$1595,74.92,0,74.92
ES,Edificio Saenz,,,3,403,3,439381,S/ 439.38,439381,vendido,Separado/Vendido,4,$1543,74.92,0,74.92
ES,Edificio Saenz,,,4,404,3,393720,S/ 393.72,393720,vendido,Separado/Vendido,4,$1324,78.26,0,78.26
ES,Edificio Saenz,,,5,405,3,494900,S/ 494.90,494900,vendido,Separado/Vendido,4,$1521,85.64,0,85.64
ES,Edificio Saenz,,,6,406,3,471300,S/ 471.30,471300,vendido,Separado/Vendido,4,$1518,81.69,0,81.69
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A401,2,527631.27,S/ 527.63,0,disponible,Disponible,4,$2336,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A401,2,373135.99,S/ 373.14,0,disponible,Disponible,4,$1591,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A401,3,623211.66,S/ 623.21,0,disponible,Disponible,4,$2121,69.59,0,69.59
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A402,1,375499.14,S/ 375.50,0,disponible,Disponible,4,$2216,40.13,0,40.13
CP,Capadocia,CP-B,Torre B,AX02 - 40.13 - 1 dorm - Exterior,B402,1,628142.8,S/ 628.14,0,disponible,Disponible,4,$2359,63.07,0,63.07
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A402,1,398164,S/ 398.16,0,disponible,Disponible,4,$2409,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A402,2,364836.54,S/ 364.84,0,disponible,Disponible,4,$1600,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A403,1,272097.02,S/ 272.10,0,disponible,Disponible,4,$1650,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 40.63 - 1 dorm - Exterior,A403,1,385072.67,S/ 385.07,0,disponible,Disponible,4,$2245,40.63,0,40.63
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A403,3,726830.22,S/ 726.83,0,disponible,Disponible,4,$2284,77.4,0,77.4
CP,Capadocia,CP-A,Torre A,AX04 - 31.20 - 1 dorm - Exterior,A404,1,308229.06,S/ 308.23,0,disponible,Disponible,4,$2340,31.2,0,31.2
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A404,3,418249.68,S/ 418.25,0,disponible,Disponible,4,$1553,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A404,3,567990.22,S/ 567.99,0,disponible,Disponible,4,$2032,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A405,2,498581.11,S/ 498.58,0,disponible,Disponible,4,$2146,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A405,3,420326.96,S/ 420.33,0,disponible,Disponible,4,$1554,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A406,1,364596.07,S/ 364.60,0,disponible,Disponible,4,$2121,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A406,3,433909.12,S/ 433.91,0,disponible,Disponible,4,$1537,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A407,1,357031.11,S/ 357.03,0,disponible,Disponible,4,$2170,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A407,2,356456.38,S/ 356.46,0,disponible,Disponible,4,$1520,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A408,1,260433.11,S/ 260.43,0,disponible,Disponible,4,$1580,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A408,2,464517.07,S/ 464.52,0,disponible,Disponible,4,$2095,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A409,1,260303.18,S/ 260.30,0,disponible,Disponible,4,$1580,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A409,3,593448.95,S/ 593.45,0,disponible,Disponible,4,$2031,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A410,1,262279.5,S/ 262.28,0,disponible,Disponible,4,$1589,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B401,2,422096.54,S/ 422.10,0,disponible,Disponible,4,$1988,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B401,2,512170.76,S/ 512.17,0,disponible,Disponible,4,$2195,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B402,2,487903.53,S/ 487.90,0,disponible,Disponible,4,$2146,55.29,0,55.29
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B403,1,343411.91,S/ 343.41,0,disponible,Disponible,4,$2295,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B403,2,639134.34,S/ 639.13,0,disponible,Disponible,4,$2264,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B404,1,365243.33,S/ 365.24,0,disponible,Disponible,4,$2221,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B404,3,735746.27,S/ 735.75,647456.71,vendido,Separado/Vendido,4,$2167,78.63,0,78.63
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B405,2,537654.4,S/ 537.65,0,disponible,Disponible,4,$2220,57.36,0,57.36
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B405,3,664692.62,S/ 664.69,0,disponible,Disponible,4,$2281,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B406,3,567790.93,S/ 567.79,0,disponible,Disponible,4,$2060,65.28,0,65.28
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B406,3,655744.04,S/ 655.74,0,disponible,Disponible,4,$2339,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B407,3,580159.51,S/ 580.16,0,disponible,Disponible,4,$1969,69.79,0,69.79
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B408,2,473803.38,S/ 473.80,0,disponible,Disponible,4,$2073,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,401,2,414966.67,S/ 414.97,373470,vendido,Separado/Vendido,4,$1705,57.64,0,57.64
TZ,Tizón y Bueno,,,Tipo 02 - A,402,3,578032.22,S/ 578.03,517000,vendido,Separado/Vendido,4,$1767,76.99,0,76.99
TZ,Tizón y Bueno,,,Tipo 03 - A,403,3,498104.44,S/ 498.10,450000,vendido,Separado/Vendido,4,$1807,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,404,3,464000,S/ 464.00,453200,vendido,Separado/Vendido,4,$1662,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,405,2,410565.56,S/ 410.57,365402.85,vendido,Separado/Vendido,4,$1707,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,406,2,380247.78,S/ 380.25,342222.6,vendido,Separado/Vendido,4,$1769,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,407,3,529000,S/ 529.00,476100,vendido,Separado/Vendido,4,$1760,71.18,0,71.18
SL,Sialia,,,Tipo 1,401,1,288800,S/ 288.80,0,disponible,Disponible,4,$1710,40,0,40
UN,Edificio Unique,,,Tipo 1,401,2,399200,S/ 399.20,0,no disponible,No Disponible,4,$1709,55.32,0,55.32
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,401,3,544700,S/ 544.70,544700,vendido,Separado/Vendido,4,$1995,71.85,0,71.85
GY,Alicanto,,,Tipo 1,401,3,585730.24,S/ 585.73,505335.89,vendido,Separado/Vendido,4,$1685,78.94,0,78.94
MA,Edificio Mariategui,,,Tipo 1,401,3,614600,S/ 614.60,583870,vendido,Separado/Vendido,4,$1947,78.9,0,78.9
CUBA,Edificio Cuba Connect,,,Tipo 1,401,3,626547,S/ 626.55,598485.12,vendido,Separado/Vendido,4,$2002,78.67,0,78.67
URT,Los Jardines de Urteaga,,,Tipo 1,401,3,675720,S/ 675.72,675720,vendido,Separado/Vendido,4,$1705,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,401,3,731437.03,S/ 731.44,594261,vendido,Separado/Vendido,4,$1931,81,0,81
FX,Fenix,,,Tipo 1A,401,3,573870.93,S/ 573.87,0,disponible,Disponible,4,$1920,70.79,0,70.79
CUBA,Edificio Cuba Connect,,,TIPO 2,402,1,391602,S/ 391.60,353858,vendido,Separado/Vendido,4,$1894,49.17,0,49.17
SL,Sialia,,,TIPO 2,402,2,447654.78,S/ 447.65,339750,vendido,Separado/Vendido,4,$1560,57.31,0,57.31
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,402,1,538000,S/ 538.00,417400,proceso de separación,Separado/Vendido,4,$1548,70.94,0,70.94
MA,Edificio Mariategui,,,TIPO 2,402,3,584300,S/ 584.30,544242,vendido,Separado/Vendido,4,$1910,75,0,75
GY,Alicanto,,,TIPO 2,402,3,596164.9,S/ 596.16,497048.96,vendido,Separado/Vendido,4,$1602,81.63,0,81.63
URT,Los Jardines de Urteaga,,,TIPO 2,402,3,622080,S/ 622.08,622080,vendido,Separado/Vendido,4,$1705,96.03,0,96.03
EEUU,Edificio Urbanzen,,,TIPO 2,402,3,650965.33,S/ 650.97,579360,proceso de separación,Separado/Vendido,4,$2176,70.08,0,70.08
FX,Fenix,,,Tipo 2A,402,2,470000,S/ 470.00,0,disponible,Disponible,4,$1923,57.89,0,57.89
GY,Alicanto,,,Tipo 3,403,1,287219.88,S/ 287.22,258497.89,vendido,Separado/Vendido,4,$1700,40.02,0,40.02
SL,Sialia,,,Tipo 3,403,2,392687.78,S/ 392.69,0,disponible,Disponible,4,$1900,48.95,0,48.95
EEUU,Edificio Urbanzen,,,Tipo 3,403,1,398324.44,S/ 398.32,0,disponible,Disponible,4,$2225,42.4,0,42.4
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,403,3,546500,S/ 546.50,487392,vendido,Separado/Vendido,4,$1819,70.52,0,70.52
